A3T4KKUM1JATUX;Disappointed Sony customer
A2CJF4JQSU1IK5;Kalaiya
A7CJ991WL8C2P;Maureen G. Rinaldi
A2P9GGNAROTJVN;Kasey Cavanaugh "amazon"
A2J7FHZFKOKGZ6;Jeff Hoogmoed "Jeff Hoogmoed"
A3P16GIKW1NQD2;Brenda Baldwin "Puppy lover"
A2S3K8DYIPSW2V;Peggy Payne
AGUVBBEO0LH36;K. Drouillard "KC"
A24KVUL22B24X6;Noemi
A31F7MGRD4NLDY;amylynn "amylynn"
A2UE7E1C2FGLT5;New Age Diva "Diva Dawn"
A2BD7V2LTY95AW;Laurie Stone
A1E02LP8RKK3QA;S. Marcelle
A8JPM14R8T4AT;LillyCoco
A1FXM8XH3IY0G6;D. Caron
A3GFAS14QJPWMZ;T. L. Romick "rontrac777"
A2LWNQDRN6ELGK;Jaime Parra
A2NB5EUJKP6XSZ;bastet88
A1HC1PC90W84BJ;Alessandra C. Potter
AIUP6AS3RVESO;Angel White "Angel"
A27NRBHZSAWRY3;Cherie C. Martinez "pilot stuff"
A1B3BMIXM7XNCE;Verna Dianne Dickinson
A23YMBKH00XDZG;Marsha A. Smashey
A24XUWT3SCRAPT;E. S. Noyes "liza lives to read"
A187YCD0Q15EBI;hrmny
A1XV6C0D6QJ32F;Michelle
A3MVBKL47I9DAF;Jeraldine A. Council
A18QDN77U9F3XH;Robert Thomas James
AA74QVME5U5QU;Shawn West "Opal lover"
AFP6OOD8EDRSP;Mamazabakaka "Tome Raider"
A109OED7UPEF46;A. Marrero Diaz
A1TWWX81LXEJAQ;Benny R. Love
A37X9DJR5YPM29;Jesse L. Moller "BuysOnlineALot"
ALVSZPL09ZK1M;Diane Alexis
A22BUM8AT2FB3W;Douglas K. Yee
A1JX8TT0OYIUXG;K. Kundert
A32PCVIQ2PKPTO;One who knows "Delaware Husband"
A1BH0NAEAOXQJ1;Linda J. Jackson "Linda J"
A2UVZ8K2AUIF71;S. Clark
AZFLHWVLANE5K;movie bug
A8UVXKICZL6SY;Lucia "music lover"
A1W0ITC7GAIAZT;Paranormal Minded
A2U7F8NRGDOPKM;blueberry muffin
A342CZPRV5RXG7;Enoch D. Owen "MasterEmotion"
A2VY6PIZHB12QK;garnet10
A20E0BNXBIBK6F;Eleonora
A211JWL05UX56A;Wen
A11KS616KMOT80;D. L. Obrocki "DEB O"
A2LPQ1JZRKURVT;Eleanor M. Schroers
A3552IQ074L0HT;Blake Roche
A30UQ3GI6307JU;Theresa Mervine
AIDBB10P2UWGV;Hendrefoilan
A2OH6HDMQVIKQM;Michael Craze
A2EUS9DIJS96KJ;Mary B Larsen
A1UCVGGLZZUCIR;P. Lindsay
A1K3TD35XC40C;R. Bentley "butterflymind"
A1HTYIFOEIUERO;Cheryl Vowcicefski
A2WDSI9WYBI8B0;S. A. Moore "slocasam"
AEFAEVYIR3OBO;Kay "ekabna"
A1IRAYU9O6Q9J8;pashtall "pashtall"
AGZEA82EN39QN;R. Stebbins
A3NJY8S3OVPTYY;Saxon
AOH4R3DJPEDL2;Carol Anderson "cmaalias"
A26XIXDRUSLHO;R. Hoang
A21YP3XJWJNE0Y;H. Gramse
A3DKRLR82N34IJ;Arlene Heap "map maker"
A9LM6A1U0IDPV;Daphne B. Hennessey "dhennessey3"
A3BMT1IUS68VKX;Peg Harmon
A1M9TYUJ6R7J4K;kelly
A10NLR00VLD5BU;C.G.D.
A5JZ1OPRINUM8;JenR
ADLA2PIZ3W4X5;bhaddle
A5BJMAHZWGJ7N;Melaina Lara
A3HS3YDR6Z3Q4Q;Erica Anderson
A1Y6AVKAKSODKD;J. Gera
A3Q3GOJSRVLG8A;Anonymous "Anonymous"
A2V7T3C2T2RVPH;Zato "spyhunter66"
A3NKTZBMFY2FZW;lortt2
AECYR1LUOZZ7M;K. Keim
ATOGWVU0M0MO;Suzanne P. Inge "suzileigh"
A3FT3FNCX2Q2K3;Jennifer Baldwin
A3IVH3Z02WS5CB;Mary D. Chin "Isis"
ANGDYV5UU9XRA;S. Weech
AZRDS5AP3IIEK;JME
A1RJZGDDWSWOT4;Helen MS
A109OT2F3VZT60;Laurie
A11ZO1KIIAJ3XA;A. Zillhart
AKXJ44AGORVNG;Erica Hume "New mother"
ANGZ7CM52U6X2;M. Peralta
A2JCJJNY43QQIV;Katy Lake
A2TTC7XAVE0X8O;Midwest
ABHKRLMPRGQFC;Morgen Claire Kline "Book Lover"
A5BJMAHZWGJ7N;Melaina Lara
A3JPZKLKXNZHIE;Lover of Classics "Lover of Classics"
ALYATNTWT1XHM;madison
A2H7YTWPUBW73L;Ellie
AQZOKP32Y4CDQ;Tomas J. Malone "Shop 4 my Gal"
AYATYBXR2T8LB;Vera I. Austin "earring lover"
ACJ3KWLSEABU7;Speechless
A26KUT3AZJ7PDP;coffeedateCUPID
AZVA11UJ6NKPS;swann
AUFUAEJRREXA;Debra Jenkins
A21A8W2I8KWT5A;Denise Wolford "DEW"
A1212AMU01ON;S. Drasal
A18V9243XYVNB2;Kimberly A. Hepple "Kim H."
A2RCQF1BDAKPNZ;Gail Roussel "Clady"
A276IBEUJMDT6G;Sharon K. Holdcraft "BookRook"
A2EAPEGQNCKZOF;R. Kassab "Rachel"
A2X8928JW1FFQV;MM Bills-bbbbb "mmmmmmm"
A26XIWNSOS13BP;Karen Morris "k bear"
A3E33AQMP6U1TM;Brandy N. Hamel
A3BRIOP4DNFWPN;R. Fogerty
A3VNM9M3HBE8FV;T. Rouse
A50U3642YM1PG;Necia Fusco
A3NXEU89FS5UWR;Ethne
A2J2ETI1GBFJJ3;J. Lowe
A2FDVA2Z7C7AM7;R. Burley
A2JI4L9COI95ZW;Tom
A37IHRVO8JWYF2;Emily D. Agunod
A1027BRHDW4OA0;pinkie
A33J3JMQZUEYLQ;ComedyFan
A3P87PF03K73U5;bmariet22688
A1KJGR6NGIPIRX;Rocky Spencer
A1PF16J5B3SD4S;Steve
A3UT7FD0DI6GB4;S.w.
AVPP9WNGF837S;Allan Avery "Yorktown76"
A1RXA718FHHMO3;A&F Moose 1892
A23I4E332KZENY;Christy J. Langston "Rykio"
A1VR00XUKKD07J;DorisE
A3P2KXJUXOLDBR;M. Greene
A11ARLACD720GH;Julian Chelo
A226TC04I1H38H;Madmax
A7IIF6Q4VQZ70;Abhinav
AYKJQNWMBW5B0;tengleha
A24N7R745MJTU3;DBS of NJ
AQTZS390CU127;Ronald B. Shelley
A1VHRZ2DNUOEI4;J. Nicholson
A1RJW14OJGSP22;Richard's Reviews
AIVDFU15566EW;S. Zinn
AVPLAA2DFX971;NCMom
A41R1GM1YS197;Mary
A1RV386LYC3G3Y;Kimberley A. White "Marketing Goddess"
AI7R9NZXX4PDI;Pinky "Queen of Pink"
A22BHKVANDG3VE;Fobski "bangkok"
AD35SSEL46Z3T;K. Shelton
A8LZ4HV3M1GVZ;Connie Losco
A2K3156NYI1WIB;Chris Middleton
AJ48OJORP4NE4;Writer Mom
A2YOX9PAQ43UWM;Sholeh Joon
A19NSRDG7RNOKQ;Kristie Glotz "Proud Christian"
AVN9567S0EPLI;Something
A1XFXJUUSCLLV6;Barbara Gale Benoit
A3JMRJQAFX0HSS;TberryRose
ASIOPYPMRV9EM;K. Harmon
AE1LJZMFE1M97;SKip McGee
ATOV5C6S24Q15;Myron Izuka "myroncuz"
A3QZMBHXX3SP3F;draven
A13BFFTNYVYHWK;Janet Fischer
A1GFA3WEE38JD1;Brian Morse "blyster agent 13"
APRDX63KFWQGC;Jeremy Riddle
AX1IKT7LF1E7U;M. Stewart
A3SC9W28BAIZ1C;Lou Hunt
A1EKTTGKMEKF9S;J.B.
A3OL19Z9YJK1BD;Rudina Murati
A22Y86ZQ2I63B4;Amanda Smock "beautifulxchaos"
A2NKHHESUXEH66;James W. Riggs
A1QP9YSKMF0PB4;Beentheredonethat "Beentheredonethat"
A1OSTZR835O0MI;J. Spitz
A2I7K2D7FPLSSQ;Thomas L. Hoy
A97ONVD1TLG9B;IceLady "IceLady38"
A3PAO3AR1I3JXO;Z. Zhou "E&E maven"
A2Y3JQUNBWJEZQ;jeffer
A2J3AUWV5OTX5U;Michael C. Schreiber
A27T6I6X9302JW;C. Davis
A1L3CV746WEEFY;db
A1Q4M6S7EPN197;B. J. Shaw
A2GW1F1LPHQOZA;C. Burton
A1HS4D7APTYK8R;Carol
AKMR179IZUEHP;R. Clark
A3R6VKFJCATM0I;Sonya A. Pratt "CHARM COLLECTOR"
AZA7PH5G1DIMU;A. Vaughan
A2P0ORH10AZSW7;Ryan Donato
A2REUJJSCSU5SE;anubisgamer
AZE9U9GERKVGR;bytmc
AFJ2K9RQ8YUNL;Brooke
ADQ1CU73QXXFU;Heather Robertson
A3MQJOS175RHOE;Sandy C. Evans "sandy"
AE1LJZMFE1M97;SKip McGee
ATOV5C6S24Q15;Myron Izuka "myroncuz"
A3QZMBHXX3SP3F;draven
A13BFFTNYVYHWK;Janet Fischer
A1GFA3WEE38JD1;Brian Morse "blyster agent 13"
APRDX63KFWQGC;Jeremy Riddle
AX1IKT7LF1E7U;M. Stewart
A3SC9W28BAIZ1C;Lou Hunt
A1EKTTGKMEKF9S;J.B.
A2HC6CIRSGU1VG;Susan Davis
A1ENTGOAGUE9OS;Javi Med "Babiskis"
A357BP6GG1GB27;Onerka "onerka2"
AE1LJZMFE1M97;SKip McGee
ATOV5C6S24Q15;Myron Izuka "myroncuz"
A3QZMBHXX3SP3F;draven
A13BFFTNYVYHWK;Janet Fischer
A1GFA3WEE38JD1;Brian Morse "blyster agent 13"
APRDX63KFWQGC;Jeremy Riddle
AX1IKT7LF1E7U;M. Stewart
A3SC9W28BAIZ1C;Lou Hunt
A1EKTTGKMEKF9S;J.B.
ALHBH47HE2LVW;Book Jedi
A2W4A1G6P0ITX6;A. Patel
A1GPLY6TJEX2WE;S. pham "spm"
A25PFQ64S4RT38;Marty K.
A1JWAK610XWICG;Ashley Faye Miller
A2JG4LT450YK56;Elena
A277H73L27YE87;Helen Jacobson "HelenofCali"
A3BW0KP8IUPK5U;A. Gordon
A18LJAZA2USR6K;Heather
A1G73PWHKAAXPL;E. Inks
A2MTNICB0KBBK5;Jill Mazariegos
A32RI2J8EM3C37;KJM B in Sac
A1F6T7BEC5CZK1;Jamie Parks "Jamie"
A1O7XCQHHS23NB;Sharon Y. Jeffery
A3PKFRMXP3IVRA;NJ
A39N2JPOFUJT9L;Jens
A28KUHB4UNR8IU;Laura
A3E96E3TX32DY9;Mary from Novi
A3UP1YWAUXI16G;PJK "arachnophile"
AONND7XKR3EQU;S. Frempong
A58H87QPLRCNE;KVB
A1TD0OS6YYGKOT;Steven Rickard
A2EALQTQFYCI10;John R. Tucker
A3EOC4NFKDX3MD;LadyH
A4XX287MA87CT;Mary Jane A. Ginn
AAAWH3NW0BVS1;Arlene N. Cook
A15DSKQLLC0NPU;S. S. Badlani
A1XXM9HC3MQ4BJ;Neena "pandagirl"
AE1LJZMFE1M97;SKip McGee
ATOV5C6S24Q15;Myron Izuka "myroncuz"
A3QZMBHXX3SP3F;draven
A13BFFTNYVYHWK;Janet Fischer
A1GFA3WEE38JD1;Brian Morse "blyster agent 13"
APRDX63KFWQGC;Jeremy Riddle
AX1IKT7LF1E7U;M. Stewart
A3SC9W28BAIZ1C;Lou Hunt
A1EKTTGKMEKF9S;J.B.
A4T7NNXC0Y573;Tritia
A3U4NSS1K1ADH6;Kelly E. Harker "Kelbe"
A2OIMTD5HVL9UO;Llynn Ozoa
A19YAK29MGJSKW;Gloria
ASZNCHYC9PJWV;V. Smith
ARU5SDFHDN12U;Stephanie Tomazic
AF2YLI83EIOO4;Colin
A1H30MX1WN4ZDT;Judy Fennell
A1O2Z1YLTFD34I;Michelle (Dragonfly41489)
A3142BBBL0ACDG;Corinna N. Brewer
ASED4049Q2I6H;Maureen Sturgis
A1AXBN25KBBWSC;Metro
A22CA2WI5PUF9Z;Lindy818
A2SR3DAIPOOKL2;L. Richman
A20FFGIO3PD9PE;mountaincat "mountaincat"
AE1LJZMFE1M97;SKip McGee
ATOV5C6S24Q15;Myron Izuka "myroncuz"
A3QZMBHXX3SP3F;draven
A13BFFTNYVYHWK;Janet Fischer
A1GFA3WEE38JD1;Brian Morse "blyster agent 13"
APRDX63KFWQGC;Jeremy Riddle
AX1IKT7LF1E7U;M. Stewart
A3SC9W28BAIZ1C;Lou Hunt
A1EKTTGKMEKF9S;J.B.
AZQLO7PXJG8WI;Gerri Clark
A3BKI2MMFBFXOH;S. Antone
A1QODK5CBY2HT9;Careful Consumer "space_cadet_h"
A3QE90CMHYY7ZS;bonsai bulldog "why not?"
A2NYKBVM6QUFAY;Catherine A. Lehosky
A2JJBHI92VTROD;G. Linden "linden"
A2PCQGPD6Y8P8E;D. Martin
A3QQLG7YBFU6CD;The Lorax
ASAYYFECN2I3M;Xiloscente
AAPPWNP9FWVWS;Kathlyn Storey "Kathlyn A Storey"
A1SLRI9P8BXBN7;Steven S. Kelly "gawama"
A2XUQXDOG6WEMJ;B. A. Hendrix "Computer Guru"
A2EETYCI2P31UU;cardinal611
A3QP63YXWENHJD;Agynes L Broesche
A1HJZVQHJ5IOVM;K. M. Puhl
A3BA1V5Z2I1L69;Nancy L. Crowder "Nancy Crowder&#34;Constantl...
A2R4EIMBMIZL1A;tommyboy
AL0TI02DH9PH8;pbhudson
A1KKAMT72BK0LT;sdarcher
A1T6UKX7RWA7O3;sue
A5MY7XWTRH84L;Barbara J. Beck
A1QUJTOXWO43J7;Gloria J. Jackson "Super Shopper"
A12ZS2K72ZYUEC;San Diego
A3CL1RNWP6L7ZN;kv7g
A2AP0D8LUWGVJQ;XS
A1I5JE1Z4AP3MT;Dawn Dalton
A2UWQG09DVBBWU;Karen "Karen from Connecticut"
A2R4EYCQWN0YB0;Beatrice T. Radke
A11COHG3O3GP40;C. T. Keyes
A3MYUGI9ZDXUND;B. Castillo "dog lover"
AONT6E423J3N0;Kevin Davenport
A1MMHKR90961YW;Seriousinternetshopper
A58BRJPOKGWNN;K A Goode
A3LE9B6EE38MDV;L. Jahed "xyz"
AXBQZAKYA8FEG;L. Cramer
A23HXD4L2TGISX;TRISHIA A. RICH
A2SDNXBXBMEN35;o2bmagik
A12XYRHOJF36U;Susan Janson "Susan"
A2FE46DUL5X8C4;KayDee
A17GIE9KG0BNO5;Blinda K. Bowin
AOEBMNU3RFN4L;Friday007 "friday"
A3N52TFFYBEJPS;A. Duda
A5K1QFNHB5L11;S. Ritter
AJGPF0MRLHTUL;Patsy
A2045OZJQ130BD;Camille Clunie "werehuntress"
A8KKNMWPVYAW8;Lynda D. Elliott
A3V46ILQG77XRG;Hungry Smarf
A3LE9B6EE38MDV;L. Jahed "xyz"
AZ5LL0NCO0ZM6;Revs
AAPPWNP9FWVWS;Kathlyn Storey "Kathlyn A Storey"
A16ZQNZMMRN11K;margaretmirren
A1WOMXOEX90ARI;Avid Camper "WS"
A35DSAZ6TD3J3W;Marc Albert
A1W18LXIYBSSH5;H. Gatty
A3W67RJT8P73U;D. Frank
A1CIZ90FFOZTLM;phantomfan
A2YB7DLC3FOR7W;Pamela V "&#34;MS V&#34;"
A3I82C53FH3EFV;Judy R "JR"
A1RKT6NASDVJID;Southern Indiana Girl.
A7RABCPTFMD46;La Tasha Anderson "La Tasha Anderson-Nicholson"
A2V3XME2E3O5HF;Gwynne "Gwynne"
A2O6OH2HERQZ0K;Sharon Suske "SharonS"
AAXFAJE99EBQP;M. Berrett
A1RS6508BDQHZ3;SFM_K
A1F1KIOFKO3U3I;Linda
A2D14SZNSRZ19K;Anna
ACD4ORBZEJV6;Carol "Edward"
A18DA3LQLNQW79;Jean Ann Wensell
A3S6286STC63D5;Bonnie L. Weiss "Lady Leo"
A1WN9K1U3P9JZB;Lucie
A2W3MCTXKV39W3;C. Ford
A3MTUTKCNEG2S8;T. Cucuzza "Beautiful"
A2D9ERF5VXO2H5;kgl6
A2E4WUWU47USRN;R. Hurley
A2M6GGRVJ3TJI;piccolo player
A8RQ17QX6T9NK;proudestmonkey
AR1J9ZNEMLV4O;mercurialone
A3TRDWLVUKX3F5;Laura
A24EQ4E1FRE6F6;K. Branigan
ACTMZJ4EUOC65;Teahouse Fox "...and this is my favorite stor...
A1IG9TDZ82W7Z1;barbhh
A1YHFN3A08Y9T5;LKshopper
A2A723KZU6TDHQ;Jane
A3OC8L4Y9W3Z3Q;Danielle L. Halikias
A2OOSMSG3CIEEX;yoga mamma
A1KP9ZDYQ6QYEJ;Sage Shopper
A1G8EKU61JSSTB;Jim McGiveron http://nosmokejim.blogspot.com...
A2FJ8D9DNDCGIC;Patrice Legagneur "Lega"
A1LAITINR6XRWP;karenerak
AL67WONAXFM1X;love bargains
A107D9T206Z36;B. Worded "nodoxy"
A3NNUD8CD5WK6M;Jeanne Hoffman
A228T3YMUACZ65;jschliss
A2RX62V4E2BF5Z;Celeste "Vodka, Apple Pucker & Sweet 'n' Sour"
A2I0FVIZXA6TLO;Kean Elson
A204XTE9TGCCBL;judith moss "songbird"
A2IOZXVVLC22HN;Josette Milo
A5EIDX2FOFV5U;E. Sanchez Mora
A1BPU8700XVIQT;Candy Scatchell
A5EIDX2FOFV5U;E. Sanchez Mora
AK8X1UWOI3FCG;Dawn Hernandez "Dawn"
AJSVD25XM0VD4;M. Ford
A1HSDGL1HGGBTK;Sajid Sadi
A32K77T5YTZ55R;AMD
AZICGHDS8NRRB;Steve J. Cavanaugh
A181FWY9GLH0RW;Ted Andreadis
A1QENOU24WPYSG;S. Balaji "simshyam"
A1IZ7OZOBWC1YW;JGS350 "Julie G"
A1IF6MG60KW5PC;C. sica
A2LHVE4WYFTVMZ;T. Galea "GeekNerdCool"
AGKQMDO3DS92S;NewYork127
A2HC8LVIC8PG21;Rita Thomas "devoted shopper"
A2VUNJAT7L79JV;Hannible
A5D7BQH3TZO5H;Xena
A2WZOAKU7WF7MQ;L. Tu
A954NSF6RJLID;Giggles "Giggles"
A5EIDX2FOFV5U;E. Sanchez Mora
A1R9YRTB6JQFWK;Ginahmk "Ginahmk"
A1JUI5C3W9Y28X;E. Greenwell
A2JJBHI92VTROD;G. Linden "linden"
A3OMKFBTE9YMGR;J. Black
A68FPT2BD8FX9;LTC "Shanie"
A22GAW9MXDDS5U;T. Rivera "toni"
A4IRJQ1UMER0N;Gheorghe Ciorobea "Mr. C"
A1IF6MG60KW5PC;C. sica
A1I8EBNLJ9HE6W;borie "MB"
A1Y85GQ09Y95JL;Mitch10 "mitch10"
A1SUIR6SOG867S;A. Arigot
A1S2RJR7YOJM8D;K. Alley
A3E1D8RUKJXM1B;Mark Marquez "Mark"
A2J0QZRJ6WFM39;Ellea Campillo "Larry A Canto"
A37H0X85YHKMWZ;E. Douglas Jensen "Doug Jensen"
A3JLWPVKQX9M5A;H.C.
A3BOZ8GHN3OPTE;Joel L. Sherman
A3GPAE5OJQUP03;Sara Q. "Sara Q."
A2DSXGTSBKOZA;Susan
A11J49WQ6IVC3U;Webgenie
A3HT4O0QE358A;J. Gendreau
A3E3HQW18FLGWD;Marney C. Taylor
A15XJJGON1IYF2;A. Ellis
A1D010BSERUS02;Lovelea
A1JPDNI5VIZ3F3;George Negron
A2ISJBJ2XEHPOK;D. Charette "chrtte"
A23YNR9MIN4EX2;Richard B. Belzer "regcheck"
A22DZHA3MAO0IB;IdleFire "IdleFire"
A1SINF8I3X0EDA;demi
A1M9LPIULQF1TJ;Sandi_Y "Sandi"
A31UYC5VYQ3UB5;Joey B. "Joey B."
A39EEI8WLCVVAJ;Vincent Costantino
A15XJJGON1IYF2;A. Ellis
A34YEIV50UH60R;RED
A21L2WW6BFR1ZV;Clive Microslab
A4R11BO5B9U9I;Dave in Connecticut
A1SO9WHXVNTCYZ;C. Destino
A5OXUEBR23CJ3;Nida
A2G6CT61PSNK42;Troy Roberts
A3BOYT53V9Q0PT;Miwii
A2IRVQ5X74U8M3;Fulminata
A39CDLDHEA4M19;Judith Cornfield "jewelry collector"
A5EIDX2FOFV5U;E. Sanchez Mora
A4CU52ASH9KFU;Janet E. Smith "oucutie"
A28DCUNFJBPXYC;dmandk
A1ZPY91VE3IDN1;J. Offenbach
A16DY5Y8RND815;Renee C. Ranche "Crazy for Maui"
AMQFD4T6G7B7E;h frank
A7KF0SNZ3P8Z3;E. Y. Majorczyk "Lizenterprises"
A3JCRTIVT0PDI3;Hope F Gonzalez "ladybug"
AWZCXNO546IHC;K. Robinette
A2UQO9J7UHAP4F;doresoom
unknown;unknown
A29ZVXGYP7A92R;S. Robinson
A3JZPDAUZKA1SH;Margaret PittmanHeritage Yarns "Yarn Dyer"
A2VN9NYEGEW6YF;Noelle
A1DZ4UWMODUUOD;LuLu "picky shopper"
A3DAJ3VYW34UB5;Susan B. Brown "susanakame"
A16HXYP764S68K;Highlander
A2GJ5SU67U06L5;Jim
A5EIDX2FOFV5U;E. Sanchez Mora
A2WX23W5AJN7JP;C. M. Phillips
A2L8UUH65S1BJ6;C. Dan
A3CJG7VWHO0CC7;bex
A2WT4XJFQFKPQJ;"ter-bear-2000"
A3OGU6AIGDSWM1;Daniel Degraw "the Mayor"
ASWYX5O8Q1G81;Daniel Ragan "bargain shopper"
A1GEVDU3NO1KSV;Jamila R. Jabbarli "JJ_370"
AD0SFKOVNJDUU;Chicago Consumer
A32RI2J8EM3C37;KJM B in Sac
AQZ4PHIEEV5N5;Penny Pinching Polly "Check out my website fo...
AX4428YHAQ1QJ;coal miner's wife
A1H4TMRC9JMOSU;E. Ferris
unknown;unknown
A1HO9FVRDEJCR1;magicgrafx
A34CIS8AVJEICP;graygirl "Boston Terrier Mom"
unknown;unknown
A2JJTL0URDMVCZ;Jess
A2HJZF6EJDOZO5;PinkNoiseWaltz
A15ZFUC1UQNYV3;Wendy Walker "Wen"
A31RE7853SXQG0;Tiger
A322VUD98C5FPO;Jeff
A36KUBDUDPSITX;k.kohai "kalamity kohai"
A2QPEUZO2QD1M8;G. Howell
A2YHITMT09XDBJ;Nana Jghamaia "NJ"
A1G1WUZOECM6JG;Reynolds
unknown;unknown
AJYMXTQ3LY3PU;Wendy Kingsmith "whendyd"
A1YE0J8Z62HBSO;Lynn Bennett
A3F06YNWCWPVN3;Michel "michel"
A9AJ9NF5WHATW;SHARLENE HERMES
A28PU3Q0TRZ0WB;L. Oliver "weary one"
A1G8GEM8PWP28L;M. Lauch
ATZLPER5F5JZN;Mrs. S. Cooper
AP6UMHUX054CD;James T. Rubeck "Honorary Crackpot"
A51OXA9MXX4FO;S. Angel "geek girl"
A1ADBJF2Z4OG9T;Lunarspark
A1L7FWYE1GI3H7;Happy Flamingo
A2YROYXK09GWCA;brunosmama
A1YR3896EP2A1V;K. Lewis
AGSA3ZZNRABVQ;BKDunn
A1BNQW4O8YW71H;Monika
A3SB4TGR7QCYCN;Merry Mary
A5EIDX2FOFV5U;E. Sanchez Mora
AC4CNBK9D808M;L Rose "crazy teacher"
ARMEJWQSRMQ15;Gaynel Joachim
AFP6OOD8EDRSP;Mamazabakaka "Tome Raider"
A2CFALGFG1MGK2;Sally J "Sally"
A318IDAWJ9ZYAY;Ariaceliz "changosdaughter"
AF8HWXZW0DEO2;Doyenne
A3L6WKGBSHVV9D;D. Driessen "Girlie Girl"
A2M7HRJ9332DUR;Kerry Marks
A23WMBFGJXHQZW;Ruth E. Revelle
A1B9EPS3FS9W76;Lonnie R. Davis "blackrosewidow"
A23LKQU440M4KJ;M. Shigley "Artillery Guy"
A19Q9ANZ57VCT6;Twig_88
A312OQ1EZFSJLB;Wilfredo R. Infante "Any sufficiently advance...
A5EIDX2FOFV5U;E. Sanchez Mora
ACVA8D0YFRGI;B. Charles
A5EIDX2FOFV5U;E. Sanchez Mora
A6F265BH9E7YI;Richard Mosesso "Ricker"
A3FOL5CECUQJKV;V. Holmes
A1KW8UJ4D2BPNS;A. Davis "Me"
A3BKAYW5Y8VIET;Mamba
A3M83TPIQQYOB5;Julie Mccarter "McJewells"
A1ZGRI1RJSGRNZ;Theresa L. Foster
A1V0GD0XV2E77U;Sarah31
A22W8NTQHLRAR8;Alyssa M.
A6G97DSE38IZR;VB
A2FPFIZIBKK28W;shireoki
AE1VXQRJ995BD;ekn
A1KBLWAD7FIGQ7;Myriam
A2AGBXBYW92SWB;Leo F. Duchossois "Digit miget"
A17U0ASLZDVGJ9;Mounir Errami "M.E."
AA0K5SAXOD6WU;M. Nastasi "Matt"
A39CWK1U38Q54E;D. Behrens
unknown;unknown
A5EIDX2FOFV5U;E. Sanchez Mora
AC8O0NGDWMBRB;J.
A39P5Q1BZLN839;M. Ascoli "Aeryn"
A1PCGV1VIUR54S;James J. Ridley
AAZ9K6CSJ9U0I;AMS
A19Z51I563PGIZ;Nikki
A5EIDX2FOFV5U;E. Sanchez Mora
A1U2PYW2C110RP;Beverley J. Davis
AAPPWNP9FWVWS;Kathlyn Storey "Kathlyn A Storey"
A31JK1DZ86CB6;J. Manning
A1CP9LZBHA0SYU;Inga K. "Inga K."
A2J8YPKKQHEYIL;Brian Q
A1I6OY9BIB3K1O;Stacey Lynn "Stacey"
A2I9W6Q7VBK1Y1;E. Calamusa "The DVD Queen :)"
A30GQC63EEHH9Q;Sherri A. Cohen
A3A90CELVLOUP6;Nanciejeanne "Enjay"
A3HJO2LYW8P2K;J. Marrs
A29MISJTF6ZWNE;G. Neumann
unknown;unknown
A1FYGS44K86JY8;PittPanther
A2G5NSIBZ4YST5;Monica Lawrence
A370315VTMG273;Met
A3Q2QXKDB5MJKD;speeril "shopper"
AN31BFURE96L0;Nelson
A1MIWCL6PKZD2D;mrs.smith0814 "Misty"
A38IABO64NUEKD;Armorco
A96FQI981T4D0;Bash40
A1GQZK8VI3WJYW;JJJJJ
A2WFF8NHQ5O6RS;Mag Pie "magpie"
A28NHNTCN7U36N;Tinkypan
A2EIVOM2TKUYIG;Ginger
A1ZA5GJOR8BKLY;nadine
APBMVHISBUXTT;Carolyn A. Campbell
AAPPWNP9FWVWS;Kathlyn Storey "Kathlyn A Storey"
A1VLY2Y32T5PQA;maltese_mom
A353U0L2HAMSHV;Cricket "Living life and loving it!"
AIKFCRHM2V16Q;Peaches
A3EXHZD6MXE9L6;Sligocait
A4KGQ4H5438NC;Happy
A1I2LT7EDVWK72;Parrington
A2RC7JABYUPQQE;KyleT
A314LFO3J7YRIO;Donna A Estes
AO4WE0U9SB5T7;Mother of three
unknown;unknown
AKREPLJQO7C8H;Lynne Fawcett "Collector of fine books"
A1SEEJ9SU8DCAX;Julia Rampke
A2747OUXTGGKMM;E. Tam
A39P4SHYXAZQL4;Dave
A1FOGTW0GT7WYN;Randy
A3L8DWC8YQWLWW;Loryale T. Gaffney "L"
AINS2J3OF3KMN;Adam J. Stein "Adam"
A3J4OBCX23VPCK;Dr. Dale E. Wittmer "DocWittmer"
A2YO9I7H29C3PB;WEATHERSPOTTER "NOR"
A3JS496JG0E2E1;Ruth A. Wiebe
A14TC48EHQGZEM;Blugirl97
A3P2HM0XQEIPPA;A. Chan
A25XINMUX546WI;JSpada
A3W4W4BU51Q9FX;Anne with an E
A27T38NAGKYBGO;Dlx
A1CMSADPDOOQO1;G. Kremer "Adam & Eric's Mommy"
AN6A9U9A66BN0;M. Zhen
unknown;unknown
A399ZMRTI0K7NR;kristinazhou
A1GDF65CTLVCOR;G. Reed
AWUDBVNJ94T6P;Jennie Lyn
A2VHP0S2UPJMAR;Bernarr Ferebee, Jr. "Culture Freak"
A29HQ0J7SEPJCX;Nicole
A11WAEQIABD2FR;Micki Collar
A3VVY1QUXOOGUZ;Salvador Martinez
A8LX1F1JTCWCM;S. Hartman
A5NH1PT8I28MM;Betty C. Buschette "bettyb"
A3POQWW2CGZZPO;I. Spencer
A2D7Q8HHWOZF9S;G. Taylor
A1D53S2D2FPACZ;Gwen E. Alexander "photobug"
